Measurement ID;3623
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00010
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
5/22/2017 6:44:24 PM;51;EIS;09:56:51.386;00:06:41.755;1;1;Pan_5pulse_EIS_0dC;3.99161;0.00000;-0.29001;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;3.98619;77.84548;-15.65689;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03390;0.13021;79.40439;-11.37206;0.00000;0.00000;1.93902;
5/22/2017 6:44:34 PM;51;EIS;09:57:01.717;00:06:52.086;1;1;Pan_5pulse_EIS_0dC;3.99161;0.00000;-0.29001;;0.00100;6000.00000;0.33740;2.00000;-2.00000;20.00000;10.00000;35.00000;16.00000;3.99378;80.22268;-14.07976;0.33723;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02566;0.12593;81.44887;-9.95451;0.00000;0.00000;1.92781;
5/22/2017 6:44:48 PM;51;EIS;09:57:15.355;00:07:05.724;1;1;Pan_5pulse_EIS_0dC;3.99161;0.00000;-0.29001;;0.00100;6000.00000;0.25302;2.00000;-2.00000;20.00000;10.00000;36.00000;16.00000;3.98904;82.58548;-12.71121;0.25270;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02630;0.12283;83.55798;-8.75006;0.00000;0.00000;1.92781;
5/22/2017 6:45:06 PM;51;EIS;09:57:33.331;00:07:23.700;1;1;Pan_5pulse_EIS_0dC;3.99161;0.00000;-0.29001;;0.00100;6000.00000;0.18974;2.00000;-2.00000;20.00000;10.00000;37.00000;16.00000;3.99171;84.42117;-11.65667;0.18978;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02001;0.11969;85.22213;-7.86155;0.00000;0.00000;1.93902;
5/22/2017 6:45:29 PM;51;EIS;09:57:56.032;00:07:46.401;1;1;Pan_5pulse_EIS_0dC;3.99161;0.00000;-0.29001;;0.00100;6000.00000;0.14228;2.00000;-2.00000;20.00000;10.00000;38.00000;16.00000;3.99129;86.03882;-11.01954;0.14248;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01774;0.11733;86.74162;-7.29850;0.00000;0.00000;1.93902;
5/22/2017 6:45:59 PM;51;EIS;09:58:26.160;00:08:16.529;1;1;Pan_5pulse_EIS_0dC;3.99161;0.00000;-0.29001;;0.00100;6000.00000;0.10670;2.00000;-2.00000;20.00000;10.00000;39.00000;16.00000;3.99369;87.57044;-10.70911;0.10678;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01664;0.11524;88.22282;-6.97216;0.00000;0.00000;1.92781;
5/22/2017 6:46:38 PM;51;EIS;09:59:05.148;00:08:55.517;1;1;Pan_5pulse_EIS_0dC;3.99161;0.00000;-0.29001;;0.00100;6000.00000;0.08001;2.00000;-2.00000;20.00000;10.00000;40.00000;16.00000;3.99194;89.04225;-10.75459;0.07999;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01698;0.11339;89.68937;-6.88687;0.00000;0.00000;1.93902;
5/22/2017 6:47:30 PM;51;EIS;09:59:57.098;00:09:47.467;1;1;Pan_5pulse_EIS_0dC;3.99161;0.00000;-0.29001;;0.00100;6000.00000;0.06000;2.00000;-2.00000;20.00000;10.00000;41.00000;16.00000;3.99257;90.43025;-11.12185;0.05994;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01581;0.11149;91.11161;-7.01149;0.00000;0.00000;1.93902;
5/22/2017 6:48:38 PM;51;EIS;10:01:05.164;00:10:55.533;1;1;Pan_5pulse_EIS_0dC;3.99161;0.00000;-0.29001;;0.00100;6000.00000;0.04499;2.00000;-2.00000;20.00000;10.00000;42.00000;16.00000;3.99210;92.00213;-11.81860;0.04507;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01581;0.10972;92.75813;-7.32013;0.00000;0.00000;1.93902;
5/22/2017 6:50:08 PM;51;EIS;10:02:35.774;00:12:26.143;1;1;Pan_5pulse_EIS_0dC;3.99096;0.00000;-0.29001;;0.00100;6000.00000;0.03374;2.00000;-2.00000;20.00000;10.00000;43.00000;16.00000;3.99335;93.66087;-12.93353;0.03377;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01936;0.10781;94.54964;-7.86219;0.00000;0.00000;1.93902;
5/22/2017 6:52:09 PM;51;EIS;10:04:36.407;00:14:26.776;1;1;Pan_5pulse_EIS_0dC;3.99096;0.00000;-0.29001;;0.00100;6000.00000;0.02530;2.00000;-2.00000;20.00000;10.00000;44.00000;16.00000;3.99276;95.52927;-14.34203;0.02531;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02217;0.10581;96.59987;-8.53818;0.00000;0.00000;1.93902;
5/22/2017 6:54:49 PM;51;EIS;10:07:16.462;00:17:06.831;1;1;Pan_5pulse_EIS_0dC;3.99096;0.00000;-0.29001;;0.00100;6000.00000;0.01897;2.00000;-2.00000;20.00000;10.00000;45.00000;16.00000;3.99278;97.61516;-16.24304;0.01896;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02416;0.10350;98.95734;-9.44739;0.00000;0.00000;2.14077;
5/22/2017 6:58:22 PM;51;EIS;10:10:49.463;00:20:39.832;1;1;Pan_5pulse_EIS_0dC;3.99096;0.00000;-0.29001;;0.00100;6000.00000;0.01423;2.00000;-2.00000;20.00000;10.00000;46.00000;16.00000;3.99273;100.09176;-18.55993;0.01422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02880;0.10106;101.79799;-10.50499;0.00000;0.00000;2.14077;
5/22/2017 7:03:05 PM;51;EIS;10:15:32.824;00:25:23.193;1;1;Pan_5pulse_EIS_0dC;3.99096;0.00000;-0.29001;;0.00100;6000.00000;0.01067;2.00000;-2.00000;20.00000;10.00000;47.00000;16.00000;3.99283;103.01889;-21.41657;0.01065;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03318;0.09819;105.22148;-11.74393;0.00000;0.00000;1.92781;
5/22/2017 7:09:22 PM;51;EIS;10:21:49.640;00:31:40.009;1;1;Pan_5pulse_EIS_0dC;3.99096;0.00000;-0.29001;;0.00100;6000.00000;0.00800;2.00000;-2.00000;20.00000;10.00000;48.00000;16.00000;3.99286;106.34997;-24.64185;0.00800;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03797;0.09508;109.16748;-13.04552;0.00000;0.00000;1.92781;
5/22/2017 7:17:44 PM;51;EIS;10:30:11.813;00:40:02.182;1;1;Pan_5pulse_EIS_0dC;3.99096;0.00000;-0.29001;;0.00100;6000.00000;0.00600;2.00000;-2.00000;20.00000;10.00000;49.00000;16.00000;3.99297;110.33606;-28.56079;0.00600;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04357;0.09156;113.97265;-14.51263;0.00000;0.00000;1.92781;
5/22/2017 7:28:54 PM;51;EIS;10:41:21.784;00:51:12.153;1;1;Pan_5pulse_EIS_0dC;3.99096;0.00000;-0.29001;;0.00100;6000.00000;0.00450;2.00000;-2.00000;20.00000;10.00000;50.00000;16.00000;3.99306;115.05931;-32.96516;0.00449;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05052;0.08777;119.68854;-15.98732;0.00000;0.00000;1.92781;
5/22/2017 7:43:46 PM;51;EIS;10:56:13.182;01:06:03.551;1;1;Pan_5pulse_EIS_0dC;3.99161;0.00000;-0.29001;;0.00100;6000.00000;0.00337;2.00000;-2.00000;20.00000;10.00000;51.00000;16.00000;3.99332;121.21662;-37.67535;0.00338;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06048;0.08354;126.93660;-17.26577;0.00000;0.00000;2.14077;
5/22/2017 8:03:32 PM;51;EIS;11:15:59.685;01:25:50.054;1;1;Pan_5pulse_EIS_0dC;3.99161;0.00000;-0.29001;;0.00100;6000.00000;0.00253;2.00000;-2.00000;20.00000;10.00000;52.00000;16.00000;3.99352;128.96012;-42.58402;0.00253;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06982;0.07877;135.80910;-18.27378;0.00000;0.00000;2.14077;
5/22/2017 8:29:56 PM;51;EIS;11:42:23.853;01:52:14.222;1;1;Pan_5pulse_EIS_0dC;3.99225;0.00000;-0.29001;;0.00100;6000.00000;0.00190;2.00000;-2.00000;20.00000;10.00000;53.00000;16.00000;3.99412;137.01978;-47.36034;0.00190;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06739;0.07363;144.97387;-19.06750;0.00000;0.00000;1.93902;
5/22/2017 9:05:06 PM;51;EIS;12:17:33.222;02:27:23.591;1;1;Pan_5pulse_EIS_0dC;3.99225;0.00000;-0.29001;;0.00100;6000.00000;0.00142;2.00000;-2.00000;20.00000;10.00000;54.00000;16.00000;3.99450;145.44474;-52.29602;0.00142;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06616;0.06898;154.56081;-19.77652;0.00000;0.00000;2.14077;
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;458 - Pan_5pulse_EIS_0dC
Start Time;5/22/2017 8:47:26 AM
End Time;5/30/2017 7:42:20 AM
Test section;EIS00008
Comment;0degC EIS vs SOC
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/23/2017 9:39:36 PM;51;EIS;26:35:42.677;00:00:21.516;6;1;Pan_5pulse_EIS_0dC;3.55989;0.00000;-1.74000;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.56051;24.67556;7.94730;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99492;0.38379;25.92379;17.85228;0.00000;0.00000;1.93902;
5/23/2017 9:39:47 PM;51;EIS;26:35:53.463;00:00:32.302;6;1;Pan_5pulse_EIS_0dC;3.55989;0.00000;-1.74000;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.56038;24.41583;5.78439;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96654;0.38521;25.09167;13.32830;0.00000;0.00000;1.93902;
5/23/2017 9:39:57 PM;51;EIS;26:36:04.135;00:00:42.974;6;1;Pan_5pulse_EIS_0dC;3.55989;0.00000;-1.74000;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.56177;24.32083;3.83960;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98020;0.39810;24.62204;8.97140;0.00000;0.00000;1.93902;
5/23/2017 9:40:08 PM;51;EIS;26:36:14.885;00:00:53.724;6;1;Pan_5pulse_EIS_0dC;3.55989;0.00000;-1.74000;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.56043;24.41567;2.11567;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99460;0.40584;24.50716;4.95244;0.00000;0.00000;1.92781;
5/23/2017 9:40:19 PM;51;EIS;26:36:25.612;00:01:04.451;6;1;Pan_5pulse_EIS_0dC;3.55989;0.00000;-1.74000;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.56187;24.66810;0.74551;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00662;0.40788;24.67936;1.73105;0.00000;0.00000;2.12956;
5/23/2017 9:40:30 PM;51;EIS;26:36:36.407;00:01:15.246;6;1;Pan_5pulse_EIS_0dC;3.55989;0.00000;-1.74000;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.56193;25.01504;-0.31486;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01341;0.40509;25.01702;-0.72113;0.00000;0.00000;1.93902;
5/23/2017 9:40:40 PM;51;EIS;26:36:47.201;00:01:26.040;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.56587;25.48855;-1.28093;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01341;0.39964;25.52072;-2.87699;0.00000;0.00000;2.14077;
5/23/2017 9:40:51 PM;51;EIS;26:36:58.123;00:01:36.962;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.56256;26.04017;-2.08527;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02354;0.39181;26.12353;-4.57841;0.00000;0.00000;1.91660;
5/23/2017 9:41:02 PM;51;EIS;26:37:09.236;00:01:48.075;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.56745;26.67052;-2.79051;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02646;0.38278;26.81611;-5.97306;0.00000;0.00000;1.93902;
5/23/2017 9:41:14 PM;51;EIS;26:37:20.581;00:01:59.420;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.56833;27.37649;-3.41504;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02865;0.37285;27.58867;-7.11055;0.00000;0.00000;1.92781;
5/23/2017 9:41:25 PM;51;EIS;26:37:32.115;00:02:10.954;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.56218;28.17202;-3.99187;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03122;0.36242;28.45343;-8.06492;0.00000;0.00000;2.14077;
5/23/2017 9:41:37 PM;51;EIS;26:37:43.944;00:02:22.783;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.56844;29.02633;-4.51269;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03221;0.35139;29.37502;-8.83696;0.00000;0.00000;2.15198;
5/23/2017 9:41:49 PM;51;EIS;26:37:56.178;00:02:35.017;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.56604;29.96034;-5.00115;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03490;0.34071;30.37488;-9.47675;0.00000;0.00000;2.14077;
5/23/2017 9:42:01 PM;51;EIS;26:38:07.856;00:02:46.695;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.55223;30.95542;-5.46128;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03430;0.32904;31.43348;-10.00539;0.00000;0.00000;1.93902;
5/23/2017 9:42:13 PM;51;EIS;26:38:19.938;00:02:58.777;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.56978;32.02064;-5.90458;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03554;0.31804;32.56049;-10.44793;0.00000;0.00000;1.92781;
5/23/2017 9:42:25 PM;51;EIS;26:38:31.562;00:03:10.401;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;3.56105;33.14469;-6.34307;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03650;0.30715;33.74618;-10.83400;0.00000;0.00000;2.14077;
5/23/2017 9:42:37 PM;51;EIS;26:38:43.373;00:03:22.212;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;3.56252;34.32209;-6.79683;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03723;0.29645;34.98861;-11.20140;0.00000;0.00000;2.14077;
5/23/2017 9:42:48 PM;51;EIS;26:38:54.884;00:03:33.723;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;44.99365;2.00000;-2.00000;20.00000;10.00000;18.00000;16.00000;3.57135;35.58676;-7.27102;44.94382;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03808;0.28580;36.32197;-11.54763;0.00000;0.00000;2.14077;
5/23/2017 9:43:00 PM;51;EIS;26:39:06.548;00:03:45.387;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;33.74048;2.00000;-2.00000;20.00000;10.00000;19.00000;16.00000;3.56260;36.93278;-7.76897;33.70787;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03873;0.27523;37.74105;-11.87922;0.00000;0.00000;1.91660;
5/23/2017 9:43:12 PM;51;EIS;26:39:18.660;00:03:57.499;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;25.30179;2.00000;-2.00000;20.00000;10.00000;20.00000;16.00000;3.56710;38.37366;-8.27999;25.31646;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03873;0.26485;39.25680;-12.17619;0.00000;0.00000;1.93902;
5/23/2017 9:43:23 PM;51;EIS;26:39:30.303;00:04:09.142;6;1;Pan_5pulse_EIS_0dC;3.56053;0.00000;-1.74000;;0.00100;6000.00000;18.97367;2.00000;-2.00000;20.00000;10.00000;21.00000;16.00000;3.57204;39.91497;-8.79588;18.98734;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04193;0.25492;40.87264;-12.42739;0.00000;0.00000;2.15198;
5/23/2017 9:43:35 PM;51;EIS;26:39:42.222;00:04:21.061;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;14.22824;2.00000;-2.00000;20.00000;10.00000;22.00000;16.00000;3.57004;41.53809;-9.31576;14.21801;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04123;0.24459;42.56990;-12.64058;0.00000;0.00000;1.93902;
5/23/2017 9:43:47 PM;51;EIS;26:39:53.735;00:04:32.574;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;10.66968;2.00000;-2.00000;20.00000;10.00000;23.00000;16.00000;3.56282;43.20853;-9.84575;10.67616;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04119;0.23495;44.31609;-12.83657;0.00000;0.00000;1.93902;
5/23/2017 9:43:59 PM;51;EIS;26:40:05.568;00:04:44.407;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;8.00113;2.00000;-2.00000;20.00000;10.00000;24.00000;16.00000;3.55593;44.96050;-10.44942;8.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04189;0.22572;46.15882;-13.08402;0.00000;0.00000;1.92781;
5/23/2017 9:44:11 PM;51;EIS;26:40:18.140;00:04:56.979;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;6.00000;2.00000;-2.00000;20.00000;10.00000;25.00000;16.00000;3.57335;46.75435;-11.14198;6.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04089;0.21657;48.06364;-13.40409;0.00000;0.00000;1.92781;
5/23/2017 9:44:23 PM;51;EIS;26:40:29.734;00:05:08.573;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;4.49937;2.00000;-2.00000;20.00000;10.00000;26.00000;16.00000;3.56318;48.70675;-11.98451;4.50450;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04388;0.20811;50.15951;-13.82328;0.00000;0.00000;1.93902;
5/23/2017 9:44:35 PM;51;EIS;26:40:41.888;00:05:20.727;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;3.37405;2.00000;-2.00000;20.00000;10.00000;27.00000;16.00000;3.56298;50.93955;-12.96698;3.37079;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04800;0.19938;52.56406;-14.28167;0.00000;0.00000;1.95023;
5/23/2017 9:44:46 PM;51;EIS;26:40:53.265;00:05:32.104;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;2.53018;2.00000;-2.00000;20.00000;10.00000;28.00000;16.00000;3.55836;53.51372;-13.98336;2.53378;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04800;0.19023;55.31051;-14.64418;0.00000;0.00000;1.93902;
5/23/2017 9:44:58 PM;51;EIS;26:41:05.158;00:05:43.997;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;1.89737;2.00000;-2.00000;20.00000;10.00000;29.00000;16.00000;3.55351;56.51399;-14.84049;1.89873;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05639;0.18080;58.43005;-14.71359;0.00000;0.00000;1.92781;
5/23/2017 9:45:10 PM;51;EIS;26:41:16.465;00:05:55.304;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;1.42282;2.00000;-2.00000;20.00000;10.00000;30.00000;16.00000;3.55487;59.90700;-15.35161;1.42045;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05834;0.17113;61.84271;-14.37318;0.00000;0.00000;1.93902;
5/23/2017 9:45:22 PM;51;EIS;26:41:28.525;00:06:07.364;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;1.06697;2.00000;-2.00000;20.00000;10.00000;31.00000;16.00000;3.55347;63.46928;-15.28231;1.06838;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05567;0.16171;65.28322;-13.53814;0.00000;0.00000;1.93902;
5/23/2017 9:45:34 PM;51;EIS;26:41:40.633;00:06:19.472;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;0.80011;2.00000;-2.00000;20.00000;10.00000;32.00000;16.00000;3.55690;66.91963;-14.58814;0.79957;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04901;0.15316;68.49125;-12.29779;0.00000;0.00000;1.92781;
5/23/2017 9:45:45 PM;51;EIS;26:41:52.216;00:06:31.055;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;0.60000;2.00000;-2.00000;20.00000;10.00000;33.00000;16.00000;3.56322;69.94254;-13.40512;0.59904;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03945;0.14596;71.21556;-10.84969;0.00000;0.00000;1.92781;
5/23/2017 9:45:57 PM;51;EIS;26:42:03.370;00:06:42.209;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;3.55893;72.34828;-11.91480;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02985;0.14045;73.32282;-9.35191;0.00000;0.00000;1.93902;
5/23/2017 9:46:07 PM;51;EIS;26:42:13.762;00:06:52.601;6;1;Pan_5pulse_EIS_0dC;3.56118;0.00000;-1.74000;;0.00100;6000.00000;0.33740;2.00000;-2.00000;20.00000;10.00000;35.00000;16.00000;3.56320;74.15603;-10.37959;0.33723;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02110;0.13637;74.87892;-7.96790;0.00000;0.00000;1.93902;
